Name;Address;Rating;Number of Reviews;Place ID;Type;Latitude;Longitude
Perilhão Art Colors - Presentes Personalizados, Comemorativos e Acessórios;Rua da Constituição, jardim - Jardim Teles de Menezes, Santo André;5;1;ChIJEdw4EgNqzpQRsKRUT6chfJc;pet_store;-23.6980075;-46.50723
"Avicultura Brasil - Rações-Acessórios-Medicamentos veterinários-Tudo Para Animais. ""Entrgamos a Domicílio"".";Avenida Dom Pedro I, 3800 - Vila Luzita, Santo André;4.6;304;ChIJE1LelBxqzpQRxobdIPQjVOQ;pet_store;-23.6973804;-46.5054877
Pet Shop Banho e Tosa Cão Bidu;Rua São Francisco de Assis, 137 - Vila Mazzei, Santo André;5;4;ChIJV8jrMTBrzpQRv_xAau6SCR8;pet_store;-23.6962662;-46.5077002
Ô Hanna! Pet Care;Avenida dos Amoritas, 630 - Jardim do Estádio, Santo André;5;6;ChIJfXlbhN9DzpQR_5UbG0LIoIE;pet_store;-23.6951097;-46.51380030000001
Dogcat's Petshop;Rua: Dr Cory Gomes Amorim, 139 - Vila Mazzei, Santo André;5;10;ChIJUbipIrtrzpQR-yw3rdFkG_8;pet_store;-23.6951756;-46.5088468
Avicultura São Judas;Avenida dos Amoritas, 304 - Jardim do Estádio, Santo André;5;6;ChIJb62LjgBCzpQRDYImStP-CKI;pet_store;-23.695085;-46.5171009
Pet Shop Zé;Rua Leviatan, 245 - Vila Suíça, Santo André;5;1;ChIJbXLtk7ZrzpQRwB337b1iR54;pet_store;-23.6967662;-46.50315140000001
Mordidas e lambidas 2;Rua Leviatan - Vila Guarará, Santo André;3.7;3;ChIJpQ3_HORpzpQRUpHzT6VRS-o;pet_store;-23.6966939;-46.5030677
Clínica Veterinária Animal Zool Dra. Yara Koos;Estrada do Pedroso, 503 - Vila Luzita, Santo André;4.5;527;ChIJC2OgdxpqzpQRSTj8qRDYcYA;veterinary_care;-23.7025398;-46.50354429999999
Clínica Veterinária Vet Luzita;Rua Eduardo Ramos, 40 - Jardim Santo André, Santo André;5;7;ChIJByzoqoprzpQRzF8oIWE3jpU;veterinary_care;-23.7003217;-46.5048124
veterinaria mar;Rua Milton Barreto - Jardim Santo André, Santo André;N/A;N/A;ChIJLdE6URpqzpQRYqjzwRTw9nA;veterinary_care;-23.700832;-46.50388299999999
Centro Clinico Veterinária Animal Zool Dra. Yara Koos;Rua Ápia, 5 - Jardim do Estádio, Santo André;5;76;ChIJ13yCaDdpzpQR54T-Ut55LuU;veterinary_care;-23.6959351;-46.51408259999999
Pet Brasil;Rua dos Dominicanos, 1122 - Jardim Santo André CDHU, Santo André;5;1;ChIJ0xEXPD1qzpQRjgSqOZ4nXqc;pet_store;-23.7008752;-46.495461
billypet;Rua Junina, Santo André/SP - CEP:;N/A;N/A;ChIJaY5fGxlqzpQREtdK7_n7_XQ;pet_store;-23.6982681;-46.49970260000001
Pet shop e Avicultura Laras;Rua Dravidiana, 240 - Vila Suíça, Santo André;4.8;26;ChIJsWDkNUJrzpQRTULyk7EGzX8;pet_store;-23.6977402;-46.5004615
Pet Polivalent;Rua Lamartine - Condomínio Maracanã, Santo André;4.9;15;ChIJS_yoZiJqzpQR22cTEHDC_Ao;pet_store;-23.6973544;-46.4958839
Casa de Ração Pantaleão;Rua Lamartine, 44b - Condomínio Maracanã, Santo André;5;1;ChIJQw96PIZrzpQRKT2njcHWexY;pet_store;-23.6971749;-46.4959205
Villa's Pet;Brazil;1;1;ChIJoWrvuh5qzpQRDAJ_Pzm60B8;pet_store;-23.6963798;-46.50112319999999
Gato & cachorro;Rua Miguel Arcânjo, 210 - a 34 - Vila Lutécia, Santo André;5;1;ChIJ3beWQTxpzpQRlhDEiUr8zmM;pet_store;-23.6940674;-46.50177789999999
Fofurinhas Pet- Banho e Tosa;Rua Barão de Loreto, 195 - Condomínio Maracanã, Santo André;4.8;32;ChIJOZ0QwiprzpQR-WCCyHV2hMs;pet_store;-23.6939239;-46.49650749999999
Pet shop Alleman;Avenida Queirós Filho, 3445 - Parque Industriario, Santo André;5;8;ChIJfcdoOHhrzpQR86RzVmWy5qc;pet_store;-23.69363999999999;-46.4974672
Pet Food;Rua Dantas Barreto, 116 - Condomínio Maracanã, Santo André;N/A;N/A;ChIJR30gyB9qzpQRmBWe0VjPXDw;pet_store;-23.692719;-46.4989017
Didipet Banho & Tosa;Rua Dantas Barreto, 30 - Condomínio Maracanã, Santo André;5;14;ChIJV5_tlR9qzpQRkRA2ex2JhP0;pet_store;-23.6926719;-46.49814490000001
My Dear Pet;Rua Zínias, 446 - Jardim Primavera, Mauá;4;8;ChIJe0UnA75rzpQRpfWTNylC2RM;pet_store;-23.7006472;-46.45809749999999
Jheny & Seus Dogs;Rua das Violetas, 161 - Jardim Primavera, Mauá;N/A;N/A;ChIJ4RJMcZZrzpQRRt7MQX_SkcM;pet_store;-23.700998;-46.4569685
Rouxinol Petshop;Rua dos Jasmins, 456 - Jardim Primavera, Mauá;4.5;2;ChIJsYe60uBrzpQRIO--aRiosgo;pet_store;-23.700456;-46.4567754
Casa de ração primavera;Rua das Violetas, 16 F - Jardim Primavera, Mauá;5;1;ChIJ8cADBEVrzpQRFGL1nQdxG9I;pet_store;-23.699728;-46.4572382
Patas & Pelos - Pet Shop;Rua Pedro Eugênio Pereira - Primavera, Mauá;N/A;N/A;ChIJ6fECs7xrzpQRS_hk4L8opl0;pet_store;-23.6992214;-46.4573774
Pet-ri;Rua Pedro Eugênio Pereira, 1221 - Jardim Primavera, Mauá;4.6;13;ChIJKzONvpVrzpQRsJ9RtD7Pc8U;pet_store;-23.699281;-46.45710499999999
Pet Center Pica Pau Loja 2;Avenida José Ricardo Nalle, 683 - Jardim Sao Jorge do Guapituba, Mauá;5;2;ChIJY4X9dABrzpQRaa5R73tDR_M;pet_store;-23.7000574;-46.4493392
Rouxinol Pet Shop;Rua Pedro Eugênio Pereira, 751 - Jardim Sao Judas, Mauá;N/A;N/A;ChIJn5PRvOprzpQRwrxf_fcbdq0;pet_store;-23.6952428;-46.4579103
Au Love Pet;Rua Amelia Tega Canali, 06 - Jardim Camila, Mauá;N/A;N/A;ChIJFeBmRfqdXiART5zp-ylbMhs;pet_store;-23.6934574;-46.4608329
Dinho Pet;Brazil;N/A;N/A;ChIJ68h6vI5rzpQRxurakPHH6kk;pet_store;-23.6972618;-46.4450391
Chic Animale Petshop;Avenida José Ricardo Nalle, 56 - Vila Morelli, Ribeirão Pires;5;1;ChIJd-4Nr45rzpQRhFzJVoRC6tU;pet_store;-23.6967328;-46.4446583
Clínica Veterinária Dra Tatiana Ravetta Neaime;Avenida José Ricardo Nalle, 271 - Vila Mercedes, Mauá;4.8;202;ChIJd7AQXYxrzpQR1T8O4NTynyA;veterinary_care;-23.698356;-46.4459643
Pet Shop Três Irmãos;Avenida Princesa Izabel, 1064 - Alianca, Ribeirão Pires;4.7;9;ChIJ___riHZszpQRsKM6jmDzRPk;pet_store;-23.6942721;-46.43669589999999
Clínica veterinária Pet Center Ribeirão;Avenida Princesa Izabel, 961 - Aliança, Ribeirão Pires;4.3;12;ChIJwa-aVKRtzpQRjUNw7pYOsyY;veterinary_care;-23.6949943;-46.43596459999999
Clínica Veterinária Aliança;Avenida Princesa Izabel, 1058 - Aliança, Ribeirão Pires;4.5;30;ChIJ68z2SOxtzpQR6IGNK-r8_64;veterinary_care;-23.6943518;-46.43670519999999
Pet Perfumaria;Rua Rio Grande do Sul, 127 - Vila Belmiro, Ribeirão Pires;N/A;N/A;ChIJe8ukPxFpzpQR7jdZXWfVKhM;pet_store;-23.6974267;-46.4279862
Love babys pet;20 Anita Garibaldi - Aliança, Ribeirão Pires;4.9;16;ChIJb481j29szpQRg1skAZ1OCSE;pet_store;-23.6942;-46.4316587
Flap Pet;Rua Monteiro Lobato, 391 - Bosque Santana, Ribeirão Pires;5;2;ChIJ5Yhv2TNtzpQROKRBIblDoKs;pet_store;-23.7007152;-46.4011117
Nipon Veterinary Clinic;Avenida Francisco Monteiro, 3010 - Santa Luzia, Ribeirão Pires;4.4;1280;ChIJAxspRwdtzpQRd603jxpXk5w;veterinary_care;-23.6943488;-46.395234
Pet Shop Nina Kinho;Rua Nazareno Romaldini, 19 - Santa Luzia, Ribeirão Pires;5;14;ChIJ1VJ2lwNtzpQRDVg2BIW4MOI;pet_store;-23.7004726;-46.39711270000001
Nipon Petshop Loja I;Avenida Francisco Monteiro, 3000 - Santa Luzia, Ribeirão Pires;4.6;260;ChIJ-72LndltzpQRz4tIp7L-NLE;pet_store;-23.6943894;-46.39529450000001
Kite Veterinária;Avenida Francisco Monteiro, 2416 - Santa Luzia, Ribeirão Pires;4.7;806;ChIJvZ6C8QNtzpQRi4O-svAGvuo;veterinary_care;-23.699389;-46.39652099999999
Rações Santo Antônio;Rua Pedro Rípoli, 1468 - Santo Antônio, Ribeirão Pires;5;3;ChIJPxfVpfFtzpQRzeuyDlPb7TQ;pet_store;-23.7019225;-46.3836554
Rural World - Pet Shop;Praça Bom Jesus de Piraporinha, 122 - Piraporinha, Diadema;4.6;1771;ChIJ2ce4TpBDzpQRcIiviiFZ41g;pet_store;-23.6925936;-46.582748
Beauty Golden Estética Pet;Avenida Kennedy, 700 - Jardim do Mar, São Bernardo do Campo;4.4;946;ChIJVZ5Jc7JDzpQRBOD16vv7r2k;pet_store;-23.6835281;-46.5572569
Cãobeleireiro Studio Pet Shop;Rua Olegário Herculano, 495 - Vila Dayse, São Bernardo do Campo;4.7;20;ChIJidWNCaVDzpQRTD1VEVUIJ0U;pet_store;-23.6825767;-46.5609911
É o Bicho Pet Shop;Rua Continental, 752 - Vila São João, São Bernardo do Campo;4.5;44;ChIJ319O07FDzpQR1wISNvPwYwQ;pet_store;-23.6851226;-46.562063
Pet Toy Indústria Comércio Brinquedos Didáticos;Rua Ivan Fleury Meirelles Jurista, 92 - Vila Alvinopolis, São Bernardo do Campo;4.7;17;ChIJvc6Et6RDzpQRv4eCKqzzKPE;pet_store;-23.6865674;-46.5681318
The Best In Dog;Avenida Barão de Mauá, 465 - Jardim Chácara Inglesa, São Bernardo do Campo;5;3;ChIJkQDC58lDzpQRWw78be5DarI;pet_store;-23.6952731;-46.56052529999999
Cão Barão: Banho e Tosa, Pet Shop, e Clínica Veterinária em São Bernardo do Campo;Avenida Barão de Mauá, 317 - Jardim Maria Adelaide, São Bernardo do Campo;4.9;79;ChIJsxOKqjZDzpQRK4Z3Tit3S7o;pet_store;-23.6939041;-46.56040170000001
Melli Pet Shop;Avenida Piraporinha, 370 - Planalto, São Bernardo do Campo;4.7;35;ChIJV2wl8Z9DzpQRC9j3ucjiYrI;pet_store;-23.6892508;-46.5705008
Clínica Vogan;Avenida Antártico, 353 - Jardim do Mar, São Bernardo do Campo;N/A;N/A;ChIJo_lSS9RDzpQR0uyERxXkGLg;veterinary_care;-23.6882375;-46.5634608
Anjos de Quatro Patas - Daycare | Hotel | Estética Animal | Veterinário;Avenida Antártico, 353 - Jardim do Mar, São Bernardo do Campo;4.9;53;ChIJV9v2tI9DzpQRf0PFR9Yv1Ak;pet_store;-23.6881992;-46.56340429999999
Corais Brasil;Rua Mediterrâneo, 27 - Sala 6 - Jardim do Mar, São Bernardo do Campo;N/A;N/A;ChIJS0I1dCxDzpQRrjJuwYwQtwg;pet_store;-23.6953503;-46.55607939999999
Avicultura Pássaros Pet;RUA AFONSO PENA JARDIM FENIX N*14, São Bernardo do Campo;4.5;37;ChIJtwOW7-dDzpQRqqrhdyqttA0;pet_store;-23.69741399999999;-46.5817359
Clínica e Pet Shop Melhor Amigo;Rua Rio de Janeiro, 99 - Vila Jordanopolis, São Bernardo do Campo;4.7;19;ChIJ8YAYHetDzpQRRvLwypKcemY;veterinary_care;-23.6855404;-46.57182229999999
Juarez - Tudo para o seu pet, de A a Z!;Avenida Lucas Nogueira Garcez, 435 - Centro, São Bernardo do Campo;5;23;ChIJ5Y2Xg1VDzpQRmK3AuIDhYx4;pet_store;-23.6932889;-46.5545782
Fly Pets - Petshop e centro de estética animal;Rua Rio de Janeiro, 14 - Vila Jordanopolis, São Bernardo do Campo;5;27;ChIJD0vh18ZDzpQRXaWGnIDLkos;pet_store;-23.6848978;-46.5714696
Singing Bird;Avenida Moinho Fabrini, 438 - Vila Fenix, São Bernardo do Campo;4.6;214;ChIJzXPMKZJDzpQRMuX0gD3Vhyk;veterinary_care;-23.696678;-46.58178709999999
Pet Shop Anjos Com Patas;Rua Pindorama, 183 - Vila Jordanopolis, São Bernardo do Campo;5;48;ChIJ8TsO35hDzpQRCfZP2j2M9lM;pet_store;-23.6855109;-46.5751689
Casa de Ração Pegada Pet;Rua Pindorama, 336 - Vila Jordanopolis, São Bernardo do Campo;5;9;ChIJH6ZQkf9DzpQRUUP5H3836SA;pet_store;-23.6850103;-46.5765748
A Toca: Banho e tosa;Rua Flávio Fongaro, 565 - Jardim do Mar, São Bernardo do Campo;5;4;ChIJuaItFYlDzpQRK1xWocmN254;pet_store;-23.684365;-46.559344
Central ABC Cãoveniência;Rua Continental, 101 - Jardim do Mar, São Bernardo do Campo;4.7;97;ChIJwa26H7NDzpQRAKa0P_EqnyM;veterinary_care;-23.6856014;-46.5559556
Pet da Tati;Rua Delmiro Gouvêia, 36 - Vila Jordanopolis, São Bernardo do Campo;5;36;ChIJG6X-GlNDzpQRr42_mI3Rq-E;pet_store;-23.68444449999999;-46.5778993
pet shop pegada;Pindorama Street, number 203 - Vila Jordanopolis;N/A;N/A;ChIJhxZY655DzpQRFkXovcFPkiY;pet_store;-23.6842276;-46.57771409999999
Julie e Sua Turminha;Rua Augusto Frederico Schimidt, Shimidt, 121 - Anchieta, São Bernardo do Campo;5;20;ChIJlUJcf9tDzpQRU1wJvAWKzZQ;pet_store;-23.6831408;-46.5592577
Lucia PetSitter - Hotelzinho & Pets;Rua Almirante Cockrane, 186 - Independência, São Bernardo do Campo;5;25;ChIJr5qOj4JDzpQRLdbHpiUT8Vg;pet_store;-23.7035396;-46.5840267
LoVet Clínica Veterinária e Estética Animal;Rua Augusto Frederico Schimidt, 39 - Vila Dayse, São Bernardo do Campo;4.8;74;ChIJCUdEIkpBzpQRmyienKkdRDk;veterinary_care;-23.6831541;-46.5584493
Petz;Avenida Kennedy, 7000 - Jardim do Mar, São Bernardo do Campo;4.2;19;ChIJm1Gk7l1DzpQRrVSAC5ixcHw;pet_store;-23.6836843;-46.55740979999999
Meu Bicho;Rua Sérgio Milliet, 581 - Vila Jordanopolis, São Bernardo do Campo;4.9;12;ChIJaWnkOaBDzpQRJGA0bLJU14k;veterinary_care;-23.68111630000001;-46.5731419
GATTO DE BOTAS CLINICA VETERINÁRIA EXCLUSIVA PARA GATOS;Rua Ártico, 215 - Jardim do Mar, São Bernardo do Campo;4.7;282;ChIJXUQIlhxDzpQRcbOvoCBuL9E;veterinary_care;-23.6873685;-46.56144699999999
Clínica Veterinária Saúde Única;Avenida Antártico, 458 - Jardim do Mar, São Bernardo do Campo;4.7;86;ChIJ8ed33rBDzpQRWe7qC4WFW3k;veterinary_care;-23.6874869;-46.5641918
R & K Veterinary Diagnostic;Rua Ártico, 248 - Jardim do Mar, São Bernardo do Campo;3.9;247;ChIJz1w85a9DzpQRhnOHJLl_3dI;veterinary_care;-23.686963;-46.56172309999999
Clínica veterinária Vet Class;esquina com - R. Ricardo Batista Gerbeli, 86, Rua Continental, 101 - Jardim do Mar, São Bernardo do Campo;4.9;36;ChIJJU8LIrNDzpQRjZaqcOunfPw;veterinary_care;-23.68553709999999;-46.55594199999999
Clinica Veterinaria Cães Gatos E Silvestres;Avenida Antártico, 266 - Jardim do Mar, São Bernardo do Campo;4;1;ChIJhdrK77BDzpQRZmFzfkfZAXM;veterinary_care;-23.6883149;-46.5625177
ClinpVet;Rua Barentz, 29 - Jardim do Mar, São Bernardo do Campo;N/A;N/A;ChIJqY6sr8VDzpQRgE4417rNYys;veterinary_care;-23.68979939999999;-46.5578807
Clínica veterinária;Avenida Lucas Nogueira Garcez, 580 - Centro, São Bernardo do Campo;N/A;N/A;ChIJdaBhr8VDzpQRRVmd5FnM4GQ;veterinary_care;-23.69214729999999;-46.5555628
Animal Center;Rua Continental, 1028 - Jardim do Mar, São Bernardo do Campo;4.9;59;ChIJ8Z6FZ6VDzpQRB6jjXEvEKss;veterinary_care;-23.684789;-46.564906
Doctor Smith Animal Clinic;Rua Tasman, 408 - Jardim do Mar, São Bernardo do Campo;4.8;78;ChIJY-z95r1DzpQRQGc6jTWvHYk;veterinary_care;-23.6891002;-46.5556449
Dra. Key Clínica Veterinária;Rua Atlântica, 521 - Jardim do Mar, São Bernardo do Campo;4.5;206;ChIJ68VFekVDzpQR4TYaFjb_TGU;veterinary_care;-23.69020590000001;-46.554804
Veterinário Dr. Ricardo Rodrigues;Rua Pindorama, 295 - Vila Jordanopolis, São Bernardo do Campo;4.5;15;ChIJa0rW1JhDzpQR7t8MlmzvRmc;veterinary_care;-23.6852437;-46.57631199999999
JUNGLE - MEDICINE FOR WILD ANIMALS AND EXOTIC;Rua Banda, 604 - Jardim do Mar, São Bernardo do Campo;4.8;445;ChIJX1SJJ0tCzpQRIEuu1N9QCEQ;veterinary_care;-23.6893732;-46.5540753
veterinario;330, Avenida São Paulo, 100 - Chácara Sergipe, São Bernardo do Campo;4.6;34;ChIJazOdQZ5DzpQRwRaPyNwLuHg;veterinary_care;-23.6824289;-46.5775279
Dr. Hato - Hospital Veterinário e Pet Shop (Unidade Baeta Neves);Rua Thales dos Santos Freire, 136 - Baeta Neves, São Bernardo do Campo;4.4;6312;ChIJITXaVzZCzpQRKvWcyP7XxKE;veterinary_care;-23.6916185;-46.5477089
PromoCão Pet Shop - Estética Animal;Avenida Getúlio Vargas, 857 - Baeta Neves, São Bernardo do Campo;4.5;34;ChIJ31ed5zlCzpQRh_pRFcrwhdg;pet_store;-23.6926814;-46.54514289999999
Pet shop Dagg Pet;Avenida Pereira Barreto, 1500 - 20-21 - Baeta Neves, São Bernardo do Campo;4.5;74;ChIJ2f922UhCzpQRxmjQ7o8gR-s;veterinary_care;-23.6863989;-46.54717189999999
Pontinha da Pata - Unidade II;Rua Doutor Amâncio de Carvalho - Baeta Neves, São Bernardo do Campo;4.8;36;ChIJK6-Xjj5CzpQRjN80tFpoF9s;veterinary_care;-23.6892668;-46.539382
LoyPet;Rua Vicente de Carvalho, 194 - Parque Sao Diogo, São Bernardo do Campo;5;126;ChIJzX2KYgRDzpQR9G8OolVVdiE;pet_store;-23.6816786;-46.5572915
Prime ABC Vet;Avenida Kennedy, 990 - Jardim do Mar, São Bernardo do Campo;4.6;718;ChIJV_j2tZ9DzpQR84EHIcXoITc;veterinary_care;-23.6809054;-46.5573632
Clínica Veterinária Pilar;Rua Caminho do Pilar, 2451 - Vila Gilda, Santo André;4.8;134;ChIJ0zOujUVCzpQR4JDieJ_SVIg;veterinary_care;-23.682344;-46.544676
Petz Pereira Barreto;Rua Thales dos Santos Freire, 36 - Baeta Neves, São Bernardo do Campo;4.5;4066;ChIJvWEA9zZCzpQR7RkQ0B_NAiM;pet_store;-23.6924452;-46.548049
Blasters - Relógio - Fone de ouvido - Brinquedo Educativo;Rua José Versolato, 111 - Bloco B Sala 3102 - Centro, São Bernardo do Campo;N/A;N/A;ChIJVXMvLWlDzpQRMVtY0jJP1J0;pet_store;-23.69159789999999;-46.5489478
Redes de proteção Rodrigues;Rua Doutor Baeta Neves, 221 - sala 3 - Baeta Neves, São Bernardo do Campo;4.9;687;ChIJyYG9P0pCzpQRegk9ONHTwPQ;pet_store;-23.6936317;-46.54661989999999
tailbliss;Rua Thales dos Santos Freire, 136 - Baeta Neves, São Bernardo do Campo;N/A;N/A;ChIJWUIqfvJDzpQRlSKyP19USRo;pet_store;-23.6916527;-46.54762059999999
Baeta Dog Petshop - Estética Animal;Avenida Getúlio Vargas, 857 - Baeta Neves, São Bernardo do Campo;5;6;ChIJj8Muf0ZDzpQRPeybRXiwNnc;pet_store;-23.6927525;-46.54512949999999
Pets Ly boutique;Rua Avaré, 390 - Baeta Neves, São Bernardo do Campo;5;54;ChIJxUvT3YJDzpQRSWMGmyxWUBA;pet_store;-23.69173;-46.54463559999999
Pet shop PATRULHA DOS PETS;Rua Thales dos Santos Freire, 626 - Baeta Neves, São Bernardo do Campo;N/A;N/A;ChIJt63zUh1DzpQRlwi58f4NK4M;pet_store;-23.6877181;-46.5457218
EB Veterinary Clinic & Pet Shop;Avenida Getúlio Vargas, 1194 - Baeta Neves, São Bernardo do Campo;4.7;102;ChIJ0biwTm1hVwERDl6K9uJS5j0;veterinary_care;-23.69151080000001;-46.542126
Espaço Pet;Rua Giacinto Tognato, 440 - Baeta Neves, São Bernardo do Campo;5;3;ChIJWf4gYDlCzpQRQ_kL305uk4k;pet_store;-23.69223329999999;-46.5416557
Centro Veterinário Seres Pereira Barreto;Rua Thales dos Santos Freire, 36 - Baeta Neves, São Bernardo do Campo;4;4;ChIJURZvNh5DzpQRN97zorlbhyE;veterinary_care;-23.6924452;-46.548049
Anjos de Patas Clínica Veterinária e Banho e Tosa;Rua Nícola Ádamo, 278 - Centro, São Bernardo do Campo;4.4;48;ChIJX8eYU2ZDzpQRou05YJ2UdIQ;veterinary_care;-23.685197;-46.5521682
Alegria dos Pets;Avenida Getúlio Vargas, 1815 - Baeta Neves, São Bernardo do Campo;4.9;84;ChIJj7w-JIdDzpQR6U8A0fin9GA;veterinary_care;-23.68692;-46.5440651
CãoArt - Pet Shop;Rua Araés, 41 - Jardim Cambui, Santo André;4.8;42;ChIJX3KXiUBCzpQRBMCMG0nSz4Y;veterinary_care;-23.6852394;-46.5379747
Climeve centro médico veterinário;Avenida Brasília, 265 - Vila Bela Vista, Santo André;4.6;548;ChIJ70B5rAxCzpQR3E_fiM8xg1w;veterinary_care;-23.6910144;-46.52402679999999
Filhos de 4 Patas - Banho e Tosa;Rua Evaristo de Morais, 110 - Jardim Stella, Santo André;4.6;26;ChIJC0KoFWpCzpQRsDB-m5JhjN4;pet_store;-23.6811111;-46.53444440000001
Vet Show Clínica Veterinária;Avenida Rangel Pestana, 140 - Jardim Cristiane, Santo André;4.2;131;ChIJKWPdHxNCzpQRvSkcgwyg330;veterinary_care;-23.6840449;-46.5283279
Pet Shop A Casa dos Pets;Rua Doutor Amâncio de Carvalho, 795 - Baeta Neves, São Bernardo do Campo;3.7;3;ChIJ8c1yvNlDzpQR2TNU6juTxGI;pet_store;-23.6901863;-46.5382097
Pet Shop Snupão;Rua Augusto Cantamessa, 33 - Jardim Milena, Santo André;5;12;ChIJhcUccKNDzpQR2E-gEyomM1w;pet_store;-23.6960478;-46.53046940000001
Mundo Mágico Estética Pet;Rua Otávio Cândido, 163 - Jardim Las Vegas, Santo André;5;8;ChIJv6jag1BDzpQRUyfKxFxjiFU;pet_store;-23.694129;-46.52945450000001
Avicultura Maravilha;Estrada João Ducin, 12 - Jardim Jamaica, Santo André;4.9;8;ChIJ4ZTL1T9CzpQRn3XElJ1oncU;pet_store;-23.6875214;-46.53562089999999
PetStop;Avenida Rangel Pestana, 1059 - Jardim Cristiane, Santo André;5;1;ChIJa5z2GYpDzpQRwfR_2YdVkNU;pet_store;-23.6889352;-46.531302
Buddy Pet;Rua Cotegipe, 179 - Jardim Cambui, Santo André;4.7;15;ChIJ29AKVz9CzpQR2OUGEuOcyLA;veterinary_care;-23.6870343;-46.5397524
Vivere - Centro Médico Veterinário;Avenida Brasília, 725 - Vila Bela Vista, Santo André;4.8;93;ChIJVVW5hhpCzpQRCcSGyKrz38E;veterinary_care;-23.6925197;-46.5280528
Dra Luara Dizero - Acupuntura Veterinária;Avenida Rangel Pestana - Jardim Cristiane, Santo André;5;17;ChIJcU7GGQZDzpQRGEpHmj5aTg0;veterinary_care;-23.6850027;-46.5269587
Sonho dos Bichos Pet Shop;Rua Barra Mansa, 14 - Vila Bela Vista, Santo André;4.5;56;ChIJJZ79vA5CzpQRYFr5qErVnag;veterinary_care;-23.6860957;-46.5221935
Avicultura Kawai;Rua das Hortências, 1474 - Jardim do Estádio, Santo André;4.7;9;ChIJjRHNWv1pzpQRtsd5xfDk354;pet_store;-23.6888369;-46.5159324
Pet Shop STOP DOG;WhatsApp: (11) 96374-3363, Rua Juquiá, 841 - Jardim Cristiane, Santo André;4.7;47;ChIJ00ND02lhVwERC3AT1JJ9YTs;veterinary_care;-23.683023;-46.5279078
Pet Shop Magia Dracena;Rua Dracena, 261 - Jardim Alvorada, Santo André;4.7;42;ChIJA0iGUOtDzpQRrU1gNNSfL0c;pet_store;-23.6953101;-46.52528359999999
All Pet;Avenida Brasília, 713 - Vila Bela Vista, Santo André;N/A;N/A;ChIJd3o5gRpCzpQR0PXUJkPBUO8;pet_store;-23.6924653;-46.5280881
Coq Pet Shop;Rua Carijós, 2574 - Vila Linda, Santo André;5;29;ChIJyfBgMV9DzpQRxWB1lburwkI;pet_store;-23.69287370000001;-46.5212194
Avicultura carijos 2;Rua Carijós, 2576 - Vila Linda, Santo André;5;3;ChIJjTy-JwRCzpQRbKodPQq6f7M;pet_store;-23.6928588;-46.52115379999999
Pupos Pet Shop;Rua Carijós, 2544 - Jardim Alvorada, Santo André;5;1;ChIJw-nkNu5DzpQReX6pFohdMUU;pet_store;-23.6925827;-46.5212367
Climeve Petstore e estética animal;Avenida Brasília, 269 - Vila Bela Vista, Santo André;5;35;ChIJr9z7as1DzpQR8O0gZoHZnWU;pet_store;-23.6910794;-46.5240028
Juarez - Tudo para o seu pet, de A a Z!;Rua Carijós, 2348 - Vila Linda, Santo André;5;100;ChIJFy6KvclDzpQR28Ci8dppwD8;pet_store;-23.6909577;-46.52195019999999
Odair Recindivi Comércio de Gaiolas;Rua Alabastro, 761 - Jardim do Estádio, Santo André;4.6;114;ChIJ7yd23gBCzpQRp0UAHbQQJhQ;pet_store;-23.6946109;-46.5182739
Bicho de Luxo - Centro Estético Animal;Rua das Hortências, 1911 - Vila Helena, Santo André;5;19;ChIJAV-4OAZCzpQRd3ralxyNYqA;pet_store;-23.6904728;-46.51962779999999
Pets Moly Petshop;Avenida Rangel Pestana, 1059 - Jardim Cristiane, Santo André;5;1;ChIJ1bDP4gJDzpQRwfDrbQNDyws;pet_store;-23.6889352;-46.531302
Bichomania Avicultura;Rua Carijós, 2052 - Vila Linda, Santo André;5;12;ChIJpYNB3cpDzpQRSDBJV70cXHY;pet_store;-23.6882882;-46.5223451
MV Estética Animal;Avenida Rangel Pestana, 708 - Jardim Cristiane, Santo André;4.8;21;ChIJ04xXqhZCzpQRHGXiLW56v-g;pet_store;-23.6874805;-46.5290975
Pet Shop Projeto Animal;Rua Ingá, 305 - Vila Linda, Santo André;5;2;ChIJU4atOglCzpQRLPxldcI8DAk;pet_store;-23.68656559999999;-46.520401
Avicultura Barros;Avenida Rangel Pestana, 356 - Jardim Cristiane, Santo André;4.7;44;ChIJT81OYRJCzpQREf7VPC5sZuY;pet_store;-23.6850516;-46.52699129999999
Pet Shop Ame;Brazil;N/A;N/A;ChIJvQWIXP1pzpQRw2OfZJKFf3U;pet_store;-23.688857;-46.51581769999999
Veterinária Carijós;Rua Carijós, 2052 - Sala 2 - Vila Linda, Santo André;5;6;ChIJjTgYTnRDzpQR7n_AKerg-20;veterinary_care;-23.688288;-46.522345
Centro de Estética Animal PET ARTE;Rua das Hortências, 1640 - Jardim do Estádio, Santo André;4.2;10;ChIJX-yBkwdCzpQRRy9X1q6ZOxA;veterinary_care;-23.6896973;-46.51716400000001
Br Vet store;Rua Cariris - Jardim do Estádio, Santo André;N/A;N/A;ChIJOfbWY69pzpQREpTGB7xH8SM;veterinary_care;-23.6914181;-46.5151941
